feature,model_count,avg_rank,worst_rank,avg_relative_mean_abs_shap,max_relative_mean_abs_shap,feature_type,train_target_spearman,target_correlation_direction,abs_train_target_spearman,pruning_candidate
pair_JEDI_SITH,1,68.0,68,0.0010081954855061454,0.0010081954855061454,numeric,0.04807282318726482,mixed_or_flat,0.04807282318726482,False
worst_of_structural_base_vol_range,1,67.0,67,0.0010545499742712775,0.0010545499742712775,numeric,0.3749292904437324,positive,0.3749292904437324,False
worst_of_realized_vol_63d_range,1,66.0,66,0.0010648652148275393,0.0010648652148275393,numeric,0.3606265488456023,positive,0.3606265488456023,False
basket_complexity_score,1,65.0,65,0.0010803418138271186,0.0010803418138271186,numeric,0.35136037936382625,positive,0.35136037936382625,False
pair_DRC_KYBR,1,64.0,64,0.0011022122625970992,0.0011022122625970992,numeric,0.011077718239335585,mixed_or_flat,0.011077718239335585,False
structural_base_vol_top2_spread,1,63.0,63,0.0011353045908006369,0.0011353045908006369,numeric,0.35640352537446923,positive,0.35640352537446923,False
realized_vol_63d_top2_spread,1,62.0,62,0.0011572929600548198,0.0011572929600548198,numeric,0.3458848098461293,positive,0.3458848098461293,False
basket_realized_vol_trend_max,1,61.0,61,0.001264590764606947,0.001264590764606947,numeric,0.04659416403061965,mixed_or_flat,0.04659416403061965,False
protection_barrier_pct,1,60.0,60,0.001314599741296383,0.001314599741296383,numeric,-0.3108177141055571,negative,0.3108177141055571,False
basket_realized_vol_trend_mean,1,59.0,59,0.001347731618646885,0.001347731618646885,numeric,-0.011839611011000067,mixed_or_flat,0.011839611011000067,False
basket_realized_vol_zscore_max,1,58.0,58,0.0013747272775951947,0.0013747272775951947,numeric,0.03494485018885293,mixed_or_flat,0.03494485018885293,False
underlying_TECH,1,57.0,57,0.0014132124864957866,0.0014132124864957866,numeric,0.01693856916945707,mixed_or_flat,0.01693856916945707,False
pair_KYBR_TECH,1,56.0,56,0.0014301399323851278,0.0014301399323851278,numeric,0.0003714851629190851,mixed_or_flat,0.0003714851629190851,False
realized_vol_dispersion_ratio,1,55.0,55,0.0015367729208429616,0.0015367729208429616,numeric,0.34211638006802125,positive,0.34211638006802125,False
basket_realized_vol_21d_max,1,54.0,54,0.0017489248654055838,0.0017489248654055838,numeric,0.0040866327179555325,mixed_or_flat,0.0040866327179555325,False
realized_vol_63d_range,1,53.0,53,0.0017557948861362063,0.0017557948861362063,numeric,0.3606265488456023,positive,0.3606265488456023,False
has_multiple_sectors,1,52.0,52,0.0018041537596322956,0.0018041537596322956,numeric,0.35237911432855334,positive,0.35237911432855334,False
pair_MNDO_SITH,1,51.0,51,0.0019105237560744731,0.0019105237560744731,numeric,0.0074914143789827255,mixed_or_flat,0.0074914143789827255,False
pair_DRC_TECH,1,50.0,50,0.0019190096899067048,0.0019190096899067048,numeric,0.022224750742814957,mixed_or_flat,0.022224750742814957,False
