base_model_name,tuned_model_name,feature_block,encoding_strategy,best_validation_mae,refit_validation_mae,validation_rmse,validation_r2,validation_median_absolute_error,train_rows,validation_rows,n_numeric_features,n_categorical_features,n_total_features,fit_seconds,validation_predict_seconds,n_trials,best_params
catboost_native__global_stable_no_sector,catboost_tuned__global_stable_no_sector,global_stable_no_sector,native,3.351809159450353,3.351809159450353,4.802011908116413,0.9504019836863843,2.2787542678547545,9807,1578,149,12,161,29.248097236995818,0.10250230399833526,19,"{""bagging_temperature"": 0.7585021078504457, ""depth"": 8, ""iterations"": 803, ""l2_leaf_reg"": 19.19891723774782, ""learning_rate"": 0.07184164278032562, ""random_strength"": 0.06017168298491882}"
catboost_native__global_stable_tail,catboost_tuned__global_stable_tail,global_stable_tail,native,3.3797271345978324,3.3797271345978324,4.9543386779076775,0.9472054339052085,2.2013651109987933,9807,1578,145,14,159,18.729749649006408,0.11864673000673065,20,"{""bagging_temperature"": 0.146765565072475, ""depth"": 7, ""iterations"": 797, ""l2_leaf_reg"": 9.709116253899525, ""learning_rate"": 0.02847958663980858, ""random_strength"": 0.7707764982022827}"
