segment,feature,train_target_corr,validation_target_corr,corr_range,validation_sign_flip_vs_train,abs_validation_shift_in_train_sd
worst_of,pair_BSKR_HTTX,0.11729545020467468,0.16132873261703645,0.04403328241236178,False,0.027105516649774383
worst_of,pair_HTTX_SITH,0.0956678322500487,0.052045576836720925,0.04362225541332777,False,0.020240908549782572
worst_of,barrier_gap_pct,0.3969533092472666,0.3546503813578669,0.042302927889399655,False,0.01476278685363014
worst_of,basket_realized_vol_change_21d_max,0.07493329067537967,0.0337262713020162,0.04120701937336347,False,0.09440960350592519
worst_of,no_call_observation_count,-0.08454275909798879,-0.12490891393921373,0.04036615484122494,False,0.005350729887805379
worst_of,protection_barrier_pct,-0.04753641759934039,-0.007349902254894011,0.04018651534444638,False,0.012710331960713311
worst_of,protection_buffer_pct,0.04753641759934039,0.007349902254894014,0.04018651534444637,False,0.012710331960714779
worst_of,pair_CORL_SITH,-0.004539019699441391,-0.04471632385709017,0.04017730415764878,False,0.059529092968210656
worst_of,basket_realized_vol_21d_mean,0.19841945207408826,0.15875926499433843,0.03966018707974983,False,0.07126292943641363
worst_of,pair_HTTX_KYBR,0.08054975683891119,0.11987076205213042,0.039321005213219226,False,0.005670422931323748
worst_of,pair_JEDI_NABO,-0.017045921174696804,-0.05538372347138845,0.03833780229669165,False,0.040601771994252564
worst_of,pair_BSKR_DRC,-0.005318678821175915,-0.04234768640748654,0.03702900758631063,False,0.013850306226184888
worst_of,pair_KYBR_NABO,0.0029389735324400084,0.039932716968999755,0.03699374343655975,False,0.005060110117897569
worst_of,pair_REBL_SITH,-0.04010164765449804,-0.07628385642459241,0.03618220877009437,False,0.02623217733718385
worst_of,basket_realized_vol_trend_max,0.06040658589784617,0.09537894793720074,0.03497236203935457,False,0.009108316207593035
worst_of,pair_DRC_SITH,-0.0007916376353537655,-0.03575716095043234,0.03496552331507857,False,0.0322319349212132
worst_of,pair_CLNE_POBK,0.02029485383085137,0.05412436717520645,0.033829513344355085,False,0.016796030004889627
worst_of,pair_POBK_SITH,-0.0008217972446029207,-0.03423115679966807,0.033409359555065146,False,0.028145843309863274
worst_of,pair_SITH_WOOK,-0.013634478634953293,-0.04676920209232546,0.03313472345737217,False,0.019010185706167658
worst_of,observation_interval_months,0.20672673684739318,0.23967907265989086,0.03295233581249768,False,0.07999769279796401
worst_of,autocall_barrier_above_par_pct,0.39976130009798816,0.3676882108840013,0.03207308921398688,False,0.011577548520647258
worst_of,autocall_barrier_pct,0.39976130009798816,0.3676882108840013,0.03207308921398688,False,0.011577548520647149
worst_of,pair_DRC_JEDI,-0.009769149590317725,-0.041759675549641294,0.03199052595932357,False,0.0036242427590722874
worst_of,pair_CORL_MNDO,-0.007025469557899491,-0.038212825806350756,0.031187356248451266,False,0.024814707882698635
worst_of,pair_CORL_WOOK,3.0129944937035112e-05,0.030460393199116618,0.030430263254179583,False,0.014018267625707277
worst_of,pair_CLNE_SITH,-0.01806646606013917,-0.04725284065081894,0.029186374590679767,False,0.0032790687715831194
